date,region,sst,sst_anomaly,hotspot,dhw,baa
1985-01-01,Central,28.07,0.6058,0.12,0.0,0.0
1985-01-01,Northern,28.69,0.5165,0.13,0.0,0.0
1985-01-01,Southern,27.66,0.6313,0.13,0.0,0.0
1985-01-02,Central,28.01,0.5865,0.1,0.0,0.0
1985-01-02,Northern,28.67,0.4474,0.08,0.0,0.0
1985-01-02,Southern,27.56,0.5803,0.1,0.0,0.0
1985-01-03,Central,28.01,0.4874,0.06,0.0,0.0
1985-01-03,Northern,28.85,0.5271,0.11,0.0,0.0
1985-01-03,Southern,27.66,0.5374,0.1,0.0,0.0
1985-01-04,Central,27.97,0.4903,0.04,0.0,0.0
1985-01-04,Northern,28.98,0.609,0.21,0.0,0.0
1985-01-04,Southern,27.16,0.6365,0.13,0.0,0.0
1985-01-05,Central,28.07,0.5616,0.13,0.0,0.0
1985-01-05,Northern,29.85,1.4794,1.06,0.0,0.0
1985-01-05,Southern,28.03,1.2606,0.88,0.0,0.0
1985-01-06,Central,29.48,1.3035,0.98,0.0,0.0
1985-01-06,Northern,29.35,1.0135,0.61,0.0,0.0
1985-01-06,Southern,27.21,1.411,0.7,0.0,0.0
1985-01-07,Central,29.25,1.1906,0.88,0.0,0.0
1985-01-07,Northern,29.16,0.7865,0.42,0.0,0.0
1985-01-07,Southern,27.4,1.2819,0.76,0.0,0.0
1985-01-08,Central,28.7,0.9339,0.62,0.0,0.0
1985-01-08,Northern,29.14,0.6997,0.35,0.0,0.0
1985-01-08,Southern,27.44,1.3887,0.75,0.0,0.0
1985-01-09,Central,28.76,1.1087,0.83,0.0,0.0
1985-01-09,Northern,29.59,1.1387,0.81,0.0,0.0
1985-01-09,Southern,28.08,1.2061,0.97,0.0,0.0
1985-01-10,Central,29.25,1.4326,1.13,0.0,0.0
1985-01-10,Northern,29.68,1.2748,1.06,0.0,0.0
1985-01-10,Southern,28.43,1.4919,1.3,0.0,0.0
1985-01-11,Central,29.25,1.1877,0.88,0.0,0.0
1985-01-11,Northern,29.63,1.2061,0.97,0.0,0.0
1985-01-11,Southern,28.43,1.4071,1.26,0.0,0.0
1985-01-12,Central,29.44,0.9726,0.85,0.0,0.0
1985-01-12,Northern,29.45,1.0061,0.83,0.0,0.0
1985-01-12,Southern,28.46,1.3397,1.23,0.0,0.0
1985-01-13,Central,29.23,0.6403,0.53,0.0,0.0
1985-01-13,Northern,29.33,0.8761,0.7,0.0,0.0
1985-01-13,Southern,28.12,1.0761,0.98,0.0,0.0
1985-01-14,Central,28.44,0.7248,0.54,0.0,0.0
1985-01-14,Northern,29.21,0.7381,0.58,0.0,0.0
1985-01-14,Southern,27.88,0.7474,0.71,0.0,0.0
1985-01-15,Central,28.37,0.61,0.46,0.0,0.0
1985-01-15,Northern,29.03,0.52,0.41,0.0,0.0
1985-01-15,Southern,27.8,0.7,0.7,0.0,0.0
1985-01-16,Central,28.16,0.2548,0.1,0.0,0.0
1985-01-16,Northern,28.81,0.2965,0.19,0.0,0.0
1985-01-16,Southern,27.63,0.6084,0.56,0.0,0.0
1985-01-17,Central,28.32,0.0755,0.01,0.0,0.0
1985-01-17,Northern,28.51,0.0023,0.0,0.0,0.0
1985-01-17,Southern,27.61,0.3706,0.37,0.0,0.0
1985-01-18,Central,28.49,0.4426,0.28,0.0,0.0
1985-01-18,Northern,28.49,-0.0158,0.0,0.0,0.0
1985-01-18,Southern,27.94,0.5261,0.49,0.0,0.0
1985-01-19,Central,28.47,0.3619,0.24,0.0,0.0
1985-01-19,Northern,28.54,-0.0132,0.0,0.0,0.0
1985-01-19,Southern,27.57,0.4181,0.4,0.0,0.0
1985-01-20,Central,28.46,0.5542,0.42,0.0,0.0
1985-01-20,Northern,28.41,-0.1097,0.0,0.0,0.0
1985-01-20,Southern,27.94,0.5206,0.42,0.0,0.0
1985-01-21,Central,28.53,0.6768,0.58,0.0,0.0
1985-01-21,Northern,28.58,-0.189,0.0,0.0,0.0
1985-01-21,Southern,27.51,0.7513,0.59,0.0,0.0
1985-01-22,Central,28.73,0.4084,0.3,0.0,0.0
1985-01-22,Northern,28.09,-0.4148,0.0,0.0,0.0
1985-01-22,Southern,27.37,0.229,0.22,0.0,0.0
1985-01-23,Central,28.8,0.4735,0.34,0.0,0.0
1985-01-23,Northern,28.4,-0.2613,0.0,0.0,0.0
1985-01-23,Southern,27.03,0.4174,0.18,0.0,0.0
1985-01-24,Central,29.05,0.2842,0.27,0.0,0.0
1985-01-24,Northern,28.29,-0.1923,0.0,0.0,0.0
1985-01-24,Southern,26.91,0.1316,0.0,0.0,0.0
1985-01-25,Central,29.12,0.3139,0.28,0.0,0.0
1985-01-25,Northern,28.38,-0.1245,0.0,0.0,0.0
1985-01-25,Southern,26.74,-0.1174,0.0,0.0,0.0
1985-01-26,Central,28.72,0.4432,0.34,0.0,0.0
1985-01-26,Northern,28.56,-0.0503,0.0,0.0,0.0
1985-01-26,Southern,27.02,-0.079,0.0,0.0,0.0
1985-01-27,Central,28.48,0.5071,0.36,0.0,0.0
1985-01-27,Northern,28.52,-0.1481,0.0,0.0,0.0
1985-01-27,Southern,26.98,-0.0948,0.0,0.0,0.0
1985-01-28,Central,28.77,0.2565,0.21,0.0,0.0
1985-01-28,Northern,28.54,-0.1687,0.0,0.0,0.0
1985-01-28,Southern,26.93,-0.2016,0.0,0.0,0.0
1985-01-29,Central,28.25,0.0648,0.01,0.0,0.0
1985-01-29,Northern,28.56,-0.1887,0.0,0.0,0.0
1985-01-29,Southern,26.99,0.0261,0.0,0.0,0.0
1985-01-30,Central,28.17,0.0629,0.0,0.0,0.0
1985-01-30,Northern,28.67,-0.0729,0.0,0.0,0.0
1985-01-30,Southern,27.45,0.0058,0.0,0.0,0.0
1985-01-31,Central,28.3,0.2565,0.15,0.0,0.0
1985-01-31,Northern,28.79,0.1226,0.05,0.0,0.0
1985-01-31,Southern,27.23,0.2261,0.11,0.0,0.0
1985-02-01,Central,28.36,0.4913,0.41,0.0,0.0
1985-02-01,Northern,28.73,0.2013,0.12,0.0,0.0
1985-02-01,Southern,27.32,0.8352,0.65,0.0,0.0
1985-02-02,Central,28.5,0.3513,0.28,0.0,0.0
1985-02-02,Northern,28.69,0.1397,0.06,0.0,0.0
1985-02-02,Southern,27.79,0.8542,0.85,0.0,0.0
1985-02-03,Central,28.32,0.2552,0.17,0.0,0.0
1985-02-03,Northern,28.67,0.0197,0.0,0.0,0.0
1985-02-03,Southern,27.61,1.0132,0.87,0.0,0.0
1985-02-04,Central,28.02,0.0839,0.02,0.0,0.0
1985-02-04,Northern,28.62,-0.0661,0.0,0.0,0.0
1985-02-04,Southern,27.23,0.7655,0.62,0.0,0.0
1985-02-05,Central,28.13,0.0874,0.01,0.0,0.0
1985-02-05,Northern,28.63,-0.1148,0.0,0.0,0.0
1985-02-05,Southern,27.46,0.6061,0.59,0.0,0.0
1985-02-06,Central,28.02,0.081,0.02,0.0,0.0
1985-02-06,Northern,28.53,-0.2494,0.0,0.0,0.0
1985-02-06,Southern,27.85,0.7758,0.77,0.0,0.0
1985-02-07,Central,28.01,-0.0661,0.0,0.0,0.0
1985-02-07,Northern,28.36,-0.4039,0.0,0.0,0.0
1985-02-07,Southern,27.64,0.5703,0.56,0.0,0.0
1985-02-08,Central,27.91,-0.0329,0.0,0.0,0.0
1985-02-08,Northern,28.3,-0.4216,0.0,0.0,0.0
1985-02-08,Southern,27.64,0.5523,0.48,0.0,0.0
1985-02-09,Central,27.89,-0.0387,0.0,0.0,0.0
1985-02-09,Northern,28.32,-0.4429,0.0,0.0,0.0
1985-02-09,Southern,27.51,0.4565,0.41,0.0,0.0
1985-02-10,Central,28.01,-0.0326,0.0,0.0,0.0
1985-02-10,Northern,28.33,-0.4374,0.0,0.0,0.0
1985-02-10,Southern,27.28,0.4816,0.43,0.0,0.0
1985-02-11,Central,27.92,-0.0345,0.0,0.0,0.0
1985-02-11,Northern,28.29,-0.4155,0.0,0.0,0.0
1985-02-11,Southern,27.79,0.4887,0.45,0.0,0.0
1985-02-12,Central,27.67,-0.2494,0.0,0.0,0.0
1985-02-12,Northern,28.43,-0.4077,0.0,0.0,0.0
1985-02-12,Southern,26.85,0.1148,0.08,0.0,0.0
1985-02-13,Central,27.89,-0.2177,0.0,0.0,0.0
1985-02-13,Northern,28.42,-0.2177,0.0,0.0,0.0
1985-02-13,Southern,27.68,0.0903,0.08,0.0,0.0
1985-02-14,Central,27.67,-0.4442,0.0,0.0,0.0
1985-02-14,Northern,28.55,-0.1619,0.0,0.0,0.0
1985-02-14,Southern,26.63,0.0026,0.0,0.0,0.0
1985-02-15,Central,27.5,-0.64,0.0,0.0,0.0
1985-02-15,Northern,28.25,-0.52,0.0,0.0,0.0
1985-02-15,Southern,27.66,0.05,0.05,0.0,0.0
1985-02-16,Central,28.25,0.4343,0.42,0.0,0.0
1985-02-16,Northern,28.09,-0.4593,0.0,0.0,0.0
1985-02-16,Southern,28.2,0.4936,0.47,0.0,0.0
1985-02-17,Central,28.42,0.3921,0.36,0.0,0.0
1985-02-17,Northern,27.94,-0.6264,0.0,0.0,0.0
1985-02-17,Southern,27.97,0.5057,0.47,0.0,0.0
1985-02-18,Central,28.09,0.3129,0.27,0.0,0.0
1985-02-18,Northern,28.1,-0.5593,0.0,0.0,0.0
1985-02-18,Southern,27.46,0.5175,0.45,0.0,0.0
1985-02-19,Central,27.76,-0.1586,0.0,0.0,0.0
1985-02-19,Northern,28.06,-0.6257,0.0,0.0,0.0
1985-02-19,Southern,27.08,0.1114,0.03,0.0,0.0
1985-02-20,Central,27.8,-0.1507,0.0,0.0,0.0
1985-02-20,Northern,28.17,-0.4604,0.0,0.0,0.0
1985-02-20,Southern,27.84,0.0704,0.0,0.0,0.0
1985-02-21,Central,27.82,-0.0807,0.0,0.0,0.0
1985-02-21,Northern,28.28,-0.3386,0.0,0.0,0.0
1985-02-21,Southern,26.92,-0.02,0.0,0.0,0.0
1985-02-22,Central,27.92,-0.0125,0.0,0.0,0.0
1985-02-22,Northern,28.41,-0.2325,0.0,0.0,0.0
1985-02-22,Southern,26.45,0.0025,0.0,0.0,0.0
1985-02-23,Central,27.93,-0.0071,0.0,0.0,0.0
1985-02-23,Northern,28.34,-0.2357,0.0,0.0,0.0
1985-02-23,Southern,26.47,-0.0143,0.0,0.0,0.0
1985-02-24,Central,27.91,-0.0093,0.0,0.0,0.0
1985-02-24,Northern,28.38,-0.0971,0.0,0.0,0.0
1985-02-24,Southern,26.9,0.0332,0.0,0.0,0.0
1985-02-25,Central,28.07,0.175,0.0,0.0,0.0
1985-02-25,Northern,28.54,0.1057,0.0,0.0,0.0
1985-02-25,Southern,26.73,0.3279,0.06,0.0,0.0
1985-02-26,Central,28.22,0.31,0.09,0.0,0.0
1985-02-26,Northern,28.67,0.0575,0.0,0.0,0.0
1985-02-26,Southern,27.96,0.6596,0.42,0.0,0.0
1985-02-27,Central,27.97,0.0871,0.0,0.0,0.0
1985-02-27,Northern,28.5,0.1271,0.0,0.0,0.0
1985-02-27,Southern,27.5,0.4543,0.03,0.0,0.0
1985-02-28,Central,27.95,0.0914,0.0,0.0,0.0
1985-02-28,Northern,28.81,0.3232,0.04,0.0,0.0
1985-02-28,Southern,27.52,0.4964,0.06,0.0,0.0
1985-03-01,Central,28.57,0.715,0.46,0.0,0.0
1985-03-01,Northern,29.19,0.645,0.3,0.0,0.0
1985-03-01,Southern,27.21,0.935,0.57,0.0,0.0
1985-03-02,Central,28.7,0.9879,0.72,0.0,0.0
1985-03-02,Northern,29.26,0.9064,0.66,0.0,0.0
1985-03-02,Southern,27.79,1.1818,0.78,0.0,0.0
1985-03-03,Central,28.9,1.1057,0.82,0.0,0.0
1985-03-03,Northern,29.44,1.0886,0.74,0.0,0.0
1985-03-03,Southern,27.9,1.3171,0.82,0.0,0.0
1985-03-04,Central,29.13,1.4425,1.23,0.0,0.0
1985-03-04,Northern,29.97,1.7064,1.33,0.0,0.0
1985-03-04,Southern,27.7,1.1821,0.83,0.0,0.0
1985-03-05,Central,29.6,1.5014,1.18,0.0,0.0
1985-03-05,Northern,29.95,1.7386,1.34,0.0,0.0
1985-03-05,Southern,28.65,1.3264,0.69,0.0,0.0
1985-03-06,Central,29.4,1.7225,1.39,0.0,0.0
1985-03-06,Northern,30.01,1.8007,1.38,0.0,0.0
1985-03-06,Southern,28.52,2.1321,1.38,0.0,0.0
1985-03-07,Central,29.59,1.9071,1.55,0.0,0.0
1985-03-07,Northern,30.08,1.8529,1.41,0.0,0.0
1985-03-07,Southern,28.68,2.2371,1.57,0.0,0.0
1985-03-08,Central,29.44,1.745,1.34,0.0,0.0
1985-03-08,Northern,29.94,1.745,1.28,0.0,0.0
1985-03-08,Southern,28.41,1.9875,1.38,0.0,0.0
1985-03-09,Central,29.46,1.6536,1.08,0.0,0.0
1985-03-09,Northern,29.58,1.4314,0.96,0.0,0.0
1985-03-09,Southern,28.02,1.835,0.89,0.0,0.0
1985-03-10,Central,29.37,1.6571,1.0,0.0,0.0
1985-03-10,Northern,29.58,1.3971,0.97,0.0,0.0
1985-03-10,Southern,27.07,1.03,0.57,0.0,0.0
1985-03-11,Central,29.22,1.4671,0.79,0.0,0.0
1985-03-11,Northern,29.38,1.2314,0.76,0.0,0.0
1985-03-11,Southern,27.51,1.3271,0.34,0.0,0.0
1985-03-12,Central,29.06,1.3136,0.76,0.0,0.0
1985-03-12,Northern,29.38,1.26,0.76,0.0,0.0
1985-03-12,Southern,26.77,0.7868,0.26,0.0,0.0
1985-03-13,Central,28.93,1.1971,0.64,0.0,0.0
1985-03-13,Northern,29.4,1.2971,0.74,0.0,0.0
1985-03-13,Southern,26.73,0.71,0.19,0.0,0.0
1985-03-14,Central,28.82,1.2489,0.41,0.0,0.0
1985-03-14,Northern,29.37,1.225,0.55,0.0,0.0
1985-03-14,Southern,26.63,0.6204,0.09,0.0,0.0
1985-03-15,Central,28.01,0.39,0.0,0.0,0.0
1985-03-15,Northern,29.12,1.06,0.48,0.0,0.0
1985-03-15,Southern,26.79,0.39,0.0,0.0,0.0
1985-03-16,Central,28.66,0.9942,0.36,0.0,0.0
1985-03-16,Northern,29.44,1.3903,0.81,0.0,0.0
1985-03-16,Southern,27.9,0.6497,0.11,0.0,0.0
1985-03-17,Central,28.43,0.7771,0.18,0.0,0.0
1985-03-17,Northern,29.43,1.2961,0.84,0.0,0.0
1985-03-17,Southern,27.78,0.5306,0.0,0.0,0.0
1985-03-18,Central,27.98,0.4,0.0,0.0,0.0
1985-03-18,Northern,29.17,1.0842,0.6,0.0,0.0
1985-03-18,Southern,27.3,0.3371,0.0,0.0,0.0
1985-03-19,Central,28.05,0.55,0.0,0.0,0.0
1985-03-19,Northern,29.09,1.0426,0.55,0.0,0.0
1985-03-19,Southern,27.28,0.4361,0.0,0.0,0.0
1985-03-20,Central,28.36,0.8181,0.03,0.0,0.0
1985-03-20,Northern,29.03,0.9735,0.44,0.0,0.0
1985-03-20,Southern,26.85,0.3552,0.0,0.0,0.0
1985-03-21,Central,28.5,0.9997,0.22,0.0,0.0
1985-03-21,Northern,28.9,1.0384,0.29,0.0,0.0
1985-03-21,Southern,27.3,0.2297,0.0,0.0,0.0
1985-03-22,Central,28.52,1.0335,0.16,0.0,0.0
1985-03-22,Northern,29.1,1.2003,0.39,0.0,0.0
1985-03-22,Southern,26.98,0.2542,0.0,0.0,0.0
1985-03-23,Central,28.38,0.9403,0.07,0.0,0.0
1985-03-23,Northern,28.94,1.07,0.3,0.0,0.0
1985-03-23,Southern,26.54,0.2703,0.0,0.0,0.0
1985-03-24,Central,28.29,0.8929,0.0,0.0,0.0
1985-03-24,Northern,28.97,1.1361,0.26,0.0,0.0
1985-03-24,Southern,26.59,0.2513,0.0,0.0,0.0
1985-03-25,Central,28.14,0.7565,0.0,1.4143,0.0
1985-03-25,Northern,28.76,0.9068,0.13,1.2657,0.0
1985-03-25,Southern,26.44,0.5939,0.0,1.16,0.0
1985-03-26,Central,28.3,0.9877,0.11,1.4143,0.0
1985-03-26,Northern,28.48,0.7987,0.0,1.2657,0.0
1985-03-26,Southern,25.85,0.2503,0.0,1.16,0.0
1985-03-27,Central,28.22,0.9032,0.0,1.4143,0.0
1985-03-27,Northern,28.34,0.6071,0.0,1.2657,0.0
1985-03-27,Southern,25.67,0.1358,0.0,1.16,0.0
1985-03-28,Central,28.03,0.7384,0.0,1.4143,0.0
1985-03-28,Northern,28.08,0.469,0.0,1.2657,0.0
1985-03-28,Southern,26.62,-0.0461,0.0,1.16,0.0
1985-03-29,Central,27.78,0.5935,0.0,1.4143,0.0
1985-03-29,Northern,27.95,0.3529,0.0,1.2657,0.0
1985-03-29,Southern,26.67,-0.0306,0.0,1.16,0.0
1985-03-30,Central,27.86,0.649,0.0,1.4143,0.0
1985-03-30,Northern,27.87,0.2952,0.0,1.1143,0.0
1985-03-30,Southern,26.61,0.0416,0.0,1.16,0.0
1985-03-31,Central,27.59,0.471,0.0,1.4143,1.0
1985-03-31,Northern,27.72,0.179,0.0,1.1143,1.0
1985-03-31,Southern,25.61,0.0977,0.0,1.16,0.0
1985-04-01,Central,27.51,0.4229,0.0,1.4143,1.0
1985-04-01,Northern,27.77,0.1081,0.0,1.1143,0.0
1985-04-01,Southern,25.5,0.0923,0.0,1.16,0.0
1985-04-02,Central,27.45,0.2161,0.0,1.4143,0.0
1985-04-02,Northern,27.69,0.1835,0.0,1.1143,0.0
1985-04-02,Southern,26.45,-0.0106,0.0,1.16,0.0
1985-04-03,Central,27.0,-0.2574,0.0,1.4143,0.0
1985-04-03,Northern,28.45,0.8355,0.0,1.1143,0.0
1985-04-03,Southern,25.21,-0.0719,0.0,1.16,0.0
1985-04-04,Central,27.45,0.1577,0.0,1.2529,0.0
1985-04-04,Northern,28.29,0.7435,0.0,0.9629,0.0
1985-04-04,Southern,26.61,0.2877,0.0,0.9743,0.0
1985-04-05,Central,26.83,0.0261,0.0,1.2529,0.0
1985-04-05,Northern,27.94,0.4426,0.0,0.9629,0.0
1985-04-05,Southern,26.86,0.4548,0.0,0.7943,0.0
1985-04-06,Central,27.09,0.219,0.0,1.2529,0.0
1985-04-06,Northern,27.81,0.3229,0.0,0.9629,0.0
1985-04-06,Southern,26.92,0.4806,0.0,0.6186,0.0
1985-04-07,Central,27.39,0.5148,0.0,1.2529,0.0
1985-04-07,Northern,27.84,0.3881,0.0,0.9629,0.0
1985-04-07,Southern,27.17,0.7155,0.0,0.6186,0.0
1985-04-08,Central,27.65,0.8326,0.0,1.2529,0.0
1985-04-08,Northern,28.03,0.7532,0.0,0.9629,0.0
1985-04-08,Southern,27.43,0.9703,0.0,0.6186,0.0
1985-04-09,Central,27.39,0.5858,0.0,1.2529,0.0
1985-04-09,Northern,27.92,0.6558,0.0,0.9629,0.0
1985-04-09,Southern,27.1,0.6794,0.0,0.6186,0.0
1985-04-10,Central,27.23,0.4645,0.0,1.2529,0.0
1985-04-10,Northern,27.87,0.6552,0.0,0.9629,0.0
1985-04-10,Southern,26.91,0.5145,0.0,0.6186,0.0
1985-04-11,Central,28.21,1.2952,0.0,1.2529,0.0
1985-04-11,Northern,27.95,0.7087,0.0,0.9629,0.0
1985-04-11,Southern,26.88,0.5303,0.0,0.6186,0.0
1985-04-12,Central,26.65,-0.1081,0.0,1.2529,0.0
1985-04-12,Northern,26.94,-0.1255,0.0,0.9629,0.0
1985-04-12,Southern,25.84,0.7319,0.0,0.6186,0.0
1985-04-13,Central,26.48,-0.22,0.0,1.2529,0.0
1985-04-13,Northern,26.98,-0.0945,0.0,0.9629,0.0
1985-04-13,Southern,25.47,0.43,0.0,0.6186,0.0
1985-04-14,Central,26.36,-0.17,0.0,1.2529,0.0
1985-04-14,Northern,27.15,0.0968,0.0,0.9629,0.0
1985-04-14,Southern,25.78,0.1103,0.0,0.6186,0.0
1985-04-15,Central,27.15,0.27,0.0,1.2529,0.0
1985-04-15,Northern,27.62,0.62,0.0,0.9629,0.0
1985-04-15,Southern,26.27,0.54,0.0,0.6186,0.0
1985-04-16,Central,27.42,0.8207,0.0,1.2529,0.0
1985-04-16,Northern,27.78,0.7933,0.0,0.9629,0.0
1985-04-16,Southern,27.13,1.0117,0.0,0.6186,0.0
1985-04-17,Central,27.8,1.262,0.0,1.2529,0.0
1985-04-17,Northern,28.13,1.1727,0.0,0.9629,0.0
1985-04-17,Southern,27.31,1.3467,0.0,0.6186,0.0
1985-04-18,Central,28.22,1.722,0.33,1.2529,1.0
1985-04-18,Northern,28.33,1.434,0.0,0.9629,0.0
1985-04-18,Southern,28.07,1.692,0.19,0.6186,1.0
1985-04-19,Central,28.38,1.9367,0.38,1.2529,1.0
1985-04-19,Northern,28.24,1.3773,0.0,0.9629,0.0
1985-04-19,Southern,27.95,1.6427,0.11,0.6186,1.0
1985-04-20,Central,28.03,1.6333,0.06,1.2529,1.0
1985-04-20,Northern,27.77,0.6683,0.0,0.9629,0.0
1985-04-20,Southern,27.69,1.3067,0.0,0.6186,1.0
1985-04-21,Central,27.6,1.33,0.0,1.2529,1.0
1985-04-21,Northern,27.55,0.804,0.0,0.9629,0.0
1985-04-21,Southern,27.36,1.158,0.0,0.6186,1.0
1985-04-22,Central,27.39,0.9377,0.0,1.2529,1.0
1985-04-22,Northern,27.65,0.8317,0.0,0.9629,0.0
1985-04-22,Southern,26.41,0.8633,0.0,0.6186,1.0
1985-04-23,Central,26.91,0.7727,0.0,1.2529,1.0
1985-04-23,Northern,27.52,0.652,0.0,0.9629,0.0
1985-04-23,Southern,26.76,0.7407,0.0,0.6186,1.0
1985-04-24,Central,26.87,0.713,0.0,1.2529,1.0
1985-04-24,Northern,27.5,0.674,0.0,0.9629,0.0
1985-04-24,Southern,26.61,0.711,0.0,0.6186,1.0
1985-04-25,Central,26.64,0.4633,0.0,1.2529,1.0
1985-04-25,Northern,27.44,0.7033,0.0,0.9629,0.0
1985-04-25,Southern,26.55,0.6433,0.0,0.6186,1.0
1985-04-26,Central,26.41,0.2993,0.0,1.2529,1.0
1985-04-26,Northern,27.21,0.3797,0.0,0.9629,0.0
1985-04-26,Southern,26.4,0.579,0.0,0.6186,0.0
1985-04-27,Central,26.94,0.388,0.0,1.2529,0.0
1985-04-27,Northern,27.12,0.24,0.0,0.9629,0.0
1985-04-27,Southern,26.31,0.78,0.0,0.6186,0.0
1985-04-28,Central,26.5,0.4647,0.0,1.2529,0.0
1985-04-28,Northern,26.96,0.2137,0.0,0.9629,0.0
1985-04-28,Southern,26.79,1.29,0.0,0.6186,0.0
1985-04-29,Central,26.71,0.7867,0.0,1.2529,0.0
1985-04-29,Northern,26.96,0.1713,0.0,0.9629,0.0
1985-04-29,Southern,26.48,1.3547,0.0,0.6186,0.0
1985-04-30,Central,26.67,0.82,0.0,1.2529,0.0
1985-04-30,Northern,26.97,0.295,0.0,0.9629,0.0
1985-04-30,Southern,26.66,0.96,0.0,0.6186,0.0
1985-05-01,Central,26.33,0.2333,0.0,1.2529,0.0
1985-05-01,Northern,27.27,0.5453,0.0,0.9629,0.0
1985-05-01,Southern,25.38,0.42,0.0,0.6186,0.0
1985-05-02,Central,26.38,0.457,0.0,1.2529,0.0
1985-05-02,Northern,27.02,0.4007,0.0,0.9629,0.0
1985-05-02,Southern,26.17,0.2697,0.0,0.6186,0.0
1985-05-03,Central,26.51,0.72,0.0,1.2529,0.0
1985-05-03,Northern,27.13,0.618,0.0,0.9629,0.0
1985-05-03,Southern,26.21,0.554,0.0,0.6186,0.0
1985-05-04,Central,26.78,0.8863,0.0,1.2529,0.0
1985-05-04,Northern,26.97,0.6517,0.0,0.9629,0.0
1985-05-04,Southern,26.58,0.8287,0.0,0.6186,0.0
1985-05-05,Central,27.09,1.03,0.0,1.2529,0.0
1985-05-05,Northern,27.12,0.7833,0.0,0.9629,0.0
1985-05-05,Southern,25.78,0.71,0.0,0.6186,0.0
1985-05-06,Central,26.8,0.611,0.0,1.2529,0.0
1985-05-06,Northern,27.09,0.636,0.0,0.9629,0.0
1985-05-06,Southern,24.81,0.623,0.0,0.6186,0.0
1985-05-07,Central,26.42,0.4127,0.0,1.2529,0.0
1985-05-07,Northern,26.84,0.5873,0.0,0.9629,0.0
1985-05-07,Southern,25.43,-0.0133,0.0,0.6186,0.0
1985-05-08,Central,26.22,0.0833,0.0,1.2529,0.0
1985-05-08,Northern,26.64,0.4883,0.0,0.9629,0.0
1985-05-08,Southern,25.15,-0.0277,0.0,0.6186,0.0
1985-05-09,Central,25.83,-0.2,0.0,1.2529,0.0
1985-05-09,Northern,26.71,0.404,0.0,0.9629,0.0
1985-05-09,Southern,24.58,0.248,0.0,0.6186,0.0
1985-05-10,Central,25.28,-0.2883,0.0,1.2529,0.0
1985-05-10,Northern,26.77,0.4767,0.0,0.9629,0.0
1985-05-10,Southern,25.6,-0.07,0.0,0.6186,0.0
1985-05-11,Central,26.11,0.1507,0.0,1.2529,0.0
1985-05-11,Northern,26.84,0.5733,0.0,0.9629,0.0
1985-05-11,Southern,24.55,-0.0567,0.0,0.6186,0.0
1985-05-12,Central,25.46,-0.08,0.0,1.2529,0.0
1985-05-12,Northern,26.77,0.506,0.0,0.9629,0.0
1985-05-12,Southern,24.81,-0.215,0.0,0.6186,0.0
1985-05-13,Central,25.69,-0.0233,0.0,1.2529,0.0
1985-05-13,Northern,26.86,0.6013,0.0,0.9629,0.0
1985-05-13,Southern,24.48,-0.944,0.0,0.6186,0.0
1985-05-14,Central,25.69,0.361,0.0,1.2529,0.0
1985-05-14,Northern,26.8,0.556,0.0,0.9629,0.0
1985-05-14,Southern,23.07,-0.7793,0.0,0.6186,0.0
1985-05-15,Central,25.28,-0.35,0.0,1.2529,0.0
1985-05-15,Northern,26.78,0.76,0.0,0.9629,0.0
1985-05-15,Southern,22.93,-1.0,0.0,0.6186,0.0
1985-05-16,Central,25.36,-0.4248,0.0,1.2529,0.0
1985-05-16,Northern,26.78,0.5981,0.0,0.9629,0.0
1985-05-16,Southern,23.76,-1.1039,0.0,0.6186,0.0
1985-05-17,Central,25.25,-0.4003,0.0,1.2529,0.0
1985-05-17,Northern,26.72,0.7487,0.0,0.9629,0.0
1985-05-17,Southern,23.66,-0.5377,0.0,0.6186,0.0
1985-05-18,Central,25.25,-0.3403,0.0,1.2529,0.0
1985-05-18,Northern,26.6,0.5013,0.0,0.9629,0.0
1985-05-18,Southern,24.71,-0.4903,0.0,0.6186,0.0
1985-05-19,Central,25.13,-0.009,0.0,1.2529,0.0
1985-05-19,Northern,26.27,0.2071,0.0,0.9629,0.0
1985-05-19,Southern,24.7,-0.1187,0.0,0.6186,0.0
1985-05-20,Central,25.11,0.1084,0.0,1.2529,0.0
1985-05-20,Northern,26.17,0.1555,0.0,0.9629,0.0
1985-05-20,Southern,24.23,0.0374,0.0,0.6186,0.0
1985-05-21,Central,24.99,0.0281,0.0,1.2529,0.0
1985-05-21,Northern,26.02,0.08,0.0,0.9629,0.0
1985-05-21,Southern,24.74,-0.1739,0.0,0.6186,0.0
1985-05-22,Central,24.74,-0.0555,0.0,1.2529,0.0
1985-05-22,Northern,25.96,0.0419,0.0,0.9629,0.0
1985-05-22,Southern,24.72,-0.1584,0.0,0.6186,0.0
1985-05-23,Central,24.82,-0.0781,0.0,1.2529,0.0
1985-05-23,Northern,25.91,0.0565,0.0,0.9629,0.0
1985-05-23,Southern,24.61,-0.1226,0.0,0.6186,0.0
1985-05-24,Central,24.74,-0.05,0.0,1.2529,0.0
1985-05-24,Northern,25.91,0.0955,0.0,0.9629,0.0
1985-05-24,Southern,23.7,0.1826,0.0,0.6186,0.0
1985-05-25,Central,24.68,-0.06,0.0,1.2529,0.0
1985-05-25,Northern,25.88,0.1003,0.0,0.9629,0.0
1985-05-25,Southern,24.48,-0.0968,0.0,0.6186,0.0
