date,region,sst,sst_anomaly,hotspot,dhw,baa
1995-03-21,Northern,28.02,0.0742,0.0,3.4071,0.0
1995-03-21,Southern,26.52,0.2555,0.0,1.3071,0.0
1995-03-22,Central,27.7,0.2723,0.0,3.6514,0.0
1995-03-22,Northern,27.88,0.0497,0.0,3.4071,0.0
1995-03-22,Southern,26.5,0.4161,0.0,1.3071,0.0
1995-03-23,Central,28.31,0.6471,0.0,3.6514,0.0
1995-03-23,Northern,28.11,0.341,0.0,3.4071,0.0
1995-03-23,Southern,26.56,0.4158,0.0,1.3071,0.0
1995-03-24,Central,27.92,0.6274,0.0,3.6514,0.0
1995-03-24,Northern,27.86,0.0826,0.0,3.4071,0.0
1995-03-24,Southern,26.77,0.8023,0.0,1.3071,0.0
1995-03-25,Central,27.54,0.2926,0.0,3.6514,0.0
1995-03-25,Northern,27.69,-0.2658,0.0,3.4071,0.0
1995-03-25,Southern,26.75,0.7819,0.0,1.3071,0.0
1995-03-26,Central,27.42,0.3258,0.0,3.6514,0.0
1995-03-26,Northern,27.84,0.0194,0.0,3.4071,0.0
1995-03-26,Southern,27.04,1.1845,0.14,1.3071,1.0
1995-03-27,Central,28.23,1.2784,0.11,3.6514,1.0
1995-03-27,Northern,27.85,0.23,0.0,3.4071,0.0
1995-03-27,Southern,27.23,1.3458,0.33,1.3071,1.0
1995-03-28,Central,28.26,1.2648,0.07,3.6514,1.0
1995-03-28,Northern,28.39,0.7132,0.0,3.4071,0.0
1995-03-28,Southern,28.29,1.3235,0.3,1.3071,1.0
1995-03-29,Central,28.04,0.9371,0.0,3.6514,1.0
1995-03-29,Northern,28.67,0.9971,0.0,3.4071,0.0
1995-03-29,Southern,26.99,1.1552,0.19,1.3071,1.0
1995-03-30,Central,28.35,1.4113,0.24,3.6514,1.0
1995-03-30,Northern,28.72,1.16,0.11,3.4071,1.0
1995-03-30,Southern,28.2,1.5213,0.53,1.3071,1.0
1995-03-31,Central,28.42,1.4084,0.57,3.5014,1.0
1995-03-31,Northern,28.78,1.1458,0.1,3.4071,1.0
1995-03-31,Southern,28.11,1.4839,0.56,1.3071,1.0
1995-04-01,Central,28.2,1.1629,0.07,3.5014,1.0
1995-04-01,Northern,28.53,1.0145,0.0,3.4071,1.0
1995-04-01,Southern,27.34,1.4594,0.37,1.3071,1.0
1995-04-02,Central,28.13,1.1306,0.0,3.5014,1.0
1995-04-02,Northern,28.5,0.9,0.0,3.4071,1.0
1995-04-02,Southern,27.36,2.0239,0.22,1.3071,1.0
1995-04-03,Central,28.56,1.3503,0.38,3.5014,1.0
1995-04-03,Northern,28.66,1.2361,0.04,3.4071,1.0
1995-04-03,Southern,27.98,1.5294,0.28,1.3071,1.0
1995-04-04,Central,28.65,1.5042,0.4,3.5014,1.0
1995-04-04,Northern,28.98,1.6071,0.4,3.4071,1.0
1995-04-04,Southern,27.56,1.1655,0.03,1.3071,1.0
1995-04-05,Central,28.59,1.4261,0.31,3.5014,1.0
1995-04-05,Northern,29.13,1.6326,0.49,3.4071,1.0
1995-04-05,Southern,27.64,1.2981,0.12,1.3071,1.0
1995-04-06,Central,28.19,1.1132,0.0,3.5014,1.0
1995-04-06,Northern,28.65,1.2555,0.0,3.4071,1.0
1995-04-06,Southern,27.9,1.1345,0.01,1.3071,1.0
1995-04-07,Central,27.53,0.79,0.0,3.5014,1.0
1995-04-07,Northern,28.85,1.4148,0.2,3.4071,1.0
1995-04-07,Southern,27.53,0.9481,0.0,1.3071,1.0
1995-04-08,Central,27.42,0.67,0.0,3.5014,1.0
1995-04-08,Northern,28.38,0.9655,0.0,3.4071,1.0
1995-04-08,Southern,27.2,0.6458,0.0,1.3071,1.0
1995-04-09,Central,27.55,0.8326,0.0,3.5014,1.0
1995-04-09,Northern,28.05,0.8423,0.0,3.4071,1.0
1995-04-09,Southern,27.08,0.5755,0.0,1.3071,1.0
1995-04-10,Central,28.04,1.3168,0.0,3.5014,1.0
1995-04-10,Northern,27.94,0.7423,0.0,3.4071,1.0
1995-04-10,Southern,27.86,1.3497,0.0,1.3071,1.0
1995-04-11,Central,27.79,1.1513,0.0,3.5014,1.0
1995-04-11,Northern,28.02,0.7368,0.0,3.4071,1.0
1995-04-11,Southern,27.29,0.9413,0.0,1.3071,1.0
1995-04-12,Central,27.87,1.2639,0.07,3.5014,1.0
1995-04-12,Northern,28.0,0.6439,0.0,3.4071,1.0
1995-04-12,Southern,27.29,0.9519,0.0,1.3071,1.0
1995-04-13,Central,28.04,1.3735,0.0,3.5014,1.0
1995-04-13,Northern,28.33,1.1823,0.0,3.4071,1.0
1995-04-13,Southern,26.97,1.3974,0.0,1.3071,0.0
1995-04-14,Central,28.01,1.3155,0.0,3.5014,1.0
1995-04-14,Northern,28.12,0.9668,0.0,3.4071,0.0
1995-04-14,Southern,26.71,0.4235,0.0,1.3071,0.0
1995-04-15,Central,27.98,1.39,0.0,3.5014,1.0
1995-04-15,Northern,27.98,0.88,0.0,3.4071,0.0
1995-04-15,Southern,26.4,0.22,0.0,1.3071,0.0
1995-04-16,Central,27.39,0.9273,0.0,3.5014,1.0
1995-04-16,Northern,27.97,0.764,0.0,3.4071,0.0
1995-04-16,Southern,26.59,0.4603,0.0,1.3071,0.0
1995-04-17,Central,27.3,0.8173,0.0,3.5014,1.0
1995-04-17,Northern,27.75,0.7053,0.0,3.4071,0.0
1995-04-17,Southern,26.95,1.28,0.0,1.3071,0.0
1995-04-18,Central,27.14,0.644,0.0,3.5014,1.0
1995-04-18,Northern,27.78,0.952,0.0,3.4071,0.0
1995-04-18,Southern,26.68,0.697,0.0,1.3071,0.0
1995-04-19,Central,26.92,0.618,0.0,3.5014,0.0
1995-04-19,Northern,27.78,1.032,0.0,3.4071,0.0
1995-04-19,Southern,26.34,0.7073,0.0,1.3071,0.0
1995-04-20,Central,26.83,0.52,0.0,3.5014,0.0
1995-04-20,Northern,27.62,0.525,0.0,3.4071,0.0
1995-04-20,Southern,26.29,0.3583,0.0,1.3071,0.0
1995-04-21,Central,26.86,0.616,0.0,3.5014,0.0
1995-04-21,Northern,28.03,0.994,0.0,3.4071,0.0
1995-04-21,Southern,26.44,1.066,0.0,1.3071,0.0
1995-04-22,Central,27.11,0.883,0.0,3.5014,0.0
1995-04-22,Northern,27.78,0.788,0.0,3.4071,0.0
1995-04-22,Southern,26.6,0.5987,0.0,1.3071,0.0
1995-04-23,Central,27.66,1.4373,0.0,3.5014,0.0
1995-04-23,Northern,27.69,0.812,0.0,3.4071,0.0
1995-04-23,Southern,26.59,0.778,0.0,1.3071,0.0
1995-04-24,Central,27.76,1.576,0.0,3.5014,0.0
1995-04-24,Northern,27.63,0.891,0.0,3.4071,0.0
1995-04-24,Southern,26.85,0.916,0.0,1.3071,0.0
1995-04-25,Central,27.84,1.6767,0.0,3.3486,0.0
1995-04-25,Northern,27.61,0.9933,0.0,3.2557,0.0
1995-04-25,Southern,27.25,1.39,0.0,1.3071,0.0
1995-04-26,Central,28.3,2.4727,0.18,3.1943,1.0
1995-04-26,Northern,27.33,0.7913,0.0,3.2557,0.0
1995-04-26,Southern,27.54,1.704,0.0,1.3071,0.0
1995-04-27,Central,27.97,2.136,0.0,3.0357,1.0
1995-04-27,Northern,27.0,0.302,0.0,3.2557,0.0
1995-04-27,Southern,27.44,1.49,0.0,1.14,0.0
1995-04-28,Central,27.16,1.1997,0.0,3.0357,1.0
1995-04-28,Northern,26.89,0.2357,0.0,3.2557,0.0
1995-04-28,Southern,26.57,0.9783,0.0,1.14,0.0
1995-04-29,Central,27.03,1.1753,0.0,3.0357,1.0
1995-04-29,Northern,26.83,0.2153,0.0,3.2557,0.0
1995-04-29,Southern,26.39,0.708,0.0,1.14,0.0
1995-04-30,Central,26.81,1.105,0.0,3.0357,1.0
1995-04-30,Northern,27.17,0.575,0.0,3.2557,0.0
1995-04-30,Southern,25.17,0.645,0.0,1.14,0.0
1995-05-01,Central,27.19,1.448,0.0,3.0357,1.0
1995-05-01,Northern,27.71,1.4153,0.0,3.2557,0.0
1995-05-01,Southern,26.52,1.0667,0.0,1.14,0.0
1995-05-02,Central,27.12,1.2763,0.0,3.0357,1.0
1995-05-02,Northern,27.75,1.512,0.0,3.2557,0.0
1995-05-02,Southern,26.22,0.915,0.0,1.14,0.0
1995-05-03,Central,26.82,1.0,0.0,2.8386,0.0
1995-05-03,Northern,27.49,1.104,0.0,3.0429,0.0
1995-05-03,Southern,25.78,0.446,0.0,1.14,0.0
1995-05-04,Central,26.31,0.44,0.0,2.6057,0.0
1995-05-04,Northern,27.31,1.262,0.0,2.7714,0.0
1995-05-04,Southern,25.46,0.447,0.0,1.14,0.0
1995-05-05,Central,26.57,0.51,0.0,2.4186,0.0
1995-05-05,Northern,27.09,0.7067,0.0,2.5357,0.0
1995-05-05,Southern,25.72,0.38,0.0,1.14,0.0
1995-05-06,Central,26.26,0.485,0.0,2.2443,0.0
1995-05-06,Northern,26.96,0.715,0.0,2.3186,0.0
1995-05-06,Southern,25.58,0.65,0.0,1.14,0.0
1995-05-07,Central,26.09,0.3573,0.0,2.08,0.0
1995-05-07,Northern,26.93,1.0213,0.0,2.1171,0.0
1995-05-07,Southern,25.05,0.7913,0.0,1.14,0.0
1995-05-08,Central,26.18,0.513,0.0,2.08,0.0
1995-05-08,Northern,26.97,1.1087,0.0,1.9586,0.0
1995-05-08,Southern,25.15,0.8077,0.0,1.14,0.0
1995-05-09,Central,26.16,0.528,0.0,2.08,0.0
1995-05-09,Northern,26.74,0.584,0.0,1.9586,0.0
1995-05-09,Southern,25.83,0.818,0.0,1.14,0.0
1995-05-10,Central,25.99,0.435,0.0,2.08,0.0
1995-05-10,Northern,26.75,0.9367,0.0,1.9586,0.0
1995-05-10,Southern,25.38,0.7067,0.0,1.14,0.0
1995-05-11,Central,25.81,0.266,0.0,2.08,0.0
1995-05-11,Northern,26.75,1.012,0.0,1.9586,0.0
1995-05-11,Southern,25.55,0.4367,0.0,1.14,0.0
1995-05-12,Central,27.03,1.478,0.0,1.8371,0.0
1995-05-12,Northern,27.82,1.911,0.0,1.7871,0.0
1995-05-12,Southern,26.05,0.901,0.0,0.9743,0.0
1995-05-13,Central,26.94,1.4487,0.0,1.5757,0.0
1995-05-13,Northern,27.79,1.8467,0.0,1.6186,0.0
1995-05-13,Southern,26.45,1.19,0.0,0.7971,0.0
1995-05-14,Central,27.08,1.6573,0.0,1.26,0.0
1995-05-14,Northern,27.84,1.9583,0.0,1.4114,0.0
1995-05-14,Southern,26.47,1.598,0.0,0.5986,0.0
1995-05-15,Central,27.0,1.56,0.0,0.9614,0.0
1995-05-15,Northern,27.5,1.52,0.0,1.1443,0.0
1995-05-15,Southern,26.27,1.25,0.0,0.3857,0.0
1995-05-16,Central,26.72,1.8813,0.0,0.6457,0.0
1995-05-16,Northern,27.21,1.3923,0.0,0.8414,0.0
1995-05-16,Southern,25.94,1.0865,0.0,0.1743,0.0
1995-05-17,Central,26.46,1.0748,0.0,0.4,0.0
1995-05-17,Northern,27.06,1.2732,0.0,0.5871,0.0
1995-05-17,Southern,25.8,0.5358,0.0,0.0,0.0
1995-05-18,Central,26.11,0.6674,0.0,0.1786,0.0
1995-05-18,Northern,26.8,0.9619,0.0,0.36,0.0
1995-05-18,Southern,25.08,0.7242,0.0,0.0,0.0
1995-05-19,Central,26.17,0.8571,0.0,0.0,0.0
1995-05-19,Northern,26.98,1.1387,0.0,0.16,0.0
1995-05-19,Southern,25.73,0.8081,0.0,0.0,0.0
1995-05-20,Central,25.99,1.0632,0.0,0.0,0.0
1995-05-20,Northern,26.39,0.5916,0.0,0.0,0.0
1995-05-20,Southern,25.89,1.0974,0.0,0.0,0.0
1995-05-21,Central,26.17,0.9787,0.0,0.0,0.0
1995-05-21,Northern,26.14,0.3981,0.0,0.0,0.0
1995-05-21,Southern,26.12,1.2861,0.0,0.0,0.0
1995-05-22,Central,26.29,1.4229,0.0,0.0,0.0
1995-05-22,Northern,25.64,-0.0613,0.0,0.0,0.0
1995-05-22,Southern,25.37,1.2684,0.0,0.0,0.0
1995-05-23,Central,26.07,1.4168,0.0,0.0,0.0
1995-05-23,Northern,26.0,0.2971,0.0,0.0,0.0
1995-05-23,Southern,25.97,1.1787,0.0,0.0,0.0
1995-05-24,Central,25.86,1.1235,0.0,0.0,0.0
1995-05-24,Northern,25.87,0.3171,0.0,0.0,0.0
1995-05-24,Southern,25.96,1.1935,0.0,0.0,0.0
1995-05-25,Central,26.67,1.2913,0.0,0.0,0.0
1995-05-25,Northern,26.22,0.7497,0.0,0.0,0.0
1995-05-25,Southern,25.55,1.1577,0.0,0.0,0.0
1995-05-26,Central,26.18,1.2552,0.0,0.0,0.0
1995-05-26,Northern,26.18,0.6858,0.0,0.0,0.0
1995-05-26,Southern,25.94,0.9913,0.0,0.0,0.0
1995-05-27,Central,25.82,1.2123,0.0,0.0,0.0
1995-05-27,Northern,26.02,0.5861,0.0,0.0,0.0
1995-05-27,Southern,25.68,0.9926,0.0,0.0,0.0
1995-05-28,Central,25.66,1.1084,0.0,0.0,0.0
1995-05-28,Northern,26.01,0.5106,0.0,0.0,0.0
1995-05-28,Southern,25.17,1.1003,0.0,0.0,0.0
1995-05-29,Central,25.56,0.9765,0.0,0.0,0.0
1995-05-29,Northern,26.01,0.6671,0.0,0.0,0.0
1995-05-29,Southern,25.32,0.7977,0.0,0.0,0.0
1995-05-30,Central,25.56,0.9168,0.0,0.0,0.0
1995-05-30,Northern,26.14,0.319,0.0,0.0,0.0
1995-05-30,Southern,25.45,0.8252,0.0,0.0,0.0
1995-05-31,Central,25.36,0.5587,0.0,0.0,0.0
1995-05-31,Northern,26.14,0.7994,0.0,0.0,0.0
1995-05-31,Southern,25.04,0.6497,0.0,0.0,0.0
1995-06-01,Central,25.25,0.6726,0.0,0.0,0.0
1995-06-01,Northern,26.09,0.7645,0.0,0.0,0.0
1995-06-01,Southern,25.23,0.87,0.0,0.0,0.0
1995-06-02,Central,25.13,0.6594,0.0,0.0,0.0
1995-06-02,Northern,26.07,0.8716,0.0,0.0,0.0
1995-06-02,Southern,25.0,0.7558,0.0,0.0,0.0
1995-06-03,Central,25.27,0.5542,0.0,0.0,0.0
1995-06-03,Northern,25.94,0.9352,0.0,0.0,0.0
1995-06-03,Southern,25.01,0.6377,0.0,0.0,0.0
1995-06-04,Central,24.92,0.5484,0.0,0.0,0.0
1995-06-04,Northern,25.71,0.7052,0.0,0.0,0.0
1995-06-04,Southern,24.98,0.6106,0.0,0.0,0.0
1995-06-05,Central,24.85,0.4219,0.0,0.0,0.0
1995-06-05,Northern,25.74,0.7674,0.0,0.0,0.0
1995-06-05,Southern,24.6,0.4955,0.0,0.0,0.0
1995-06-06,Central,24.88,0.4819,0.0,0.0,0.0
1995-06-06,Northern,25.58,0.6497,0.0,0.0,0.0
1995-06-06,Southern,24.74,0.3868,0.0,0.0,0.0
1995-06-07,Central,24.86,0.4535,0.0,0.0,0.0
1995-06-07,Northern,25.67,0.6226,0.0,0.0,0.0
1995-06-07,Southern,24.48,0.561,0.0,0.0,0.0
1995-06-08,Central,24.69,0.2671,0.0,0.0,0.0
1995-06-08,Northern,25.54,0.8152,0.0,0.0,0.0
1995-06-08,Southern,24.43,0.2297,0.0,0.0,0.0
1995-06-09,Central,24.55,0.2774,0.0,0.0,0.0
1995-06-09,Northern,25.55,0.7103,0.0,0.0,0.0
1995-06-09,Southern,24.22,0.0758,0.0,0.0,0.0
1995-06-10,Central,24.43,0.231,0.0,0.0,0.0
1995-06-10,Northern,25.36,0.1145,0.0,0.0,0.0
1995-06-10,Southern,24.38,0.4606,0.0,0.0,0.0
1995-06-11,Central,24.56,0.3568,0.0,0.0,0.0
1995-06-11,Northern,25.3,0.5435,0.0,0.0,0.0
1995-06-11,Southern,24.14,0.341,0.0,0.0,0.0
1995-06-12,Central,24.6,0.3545,0.0,0.0,0.0
1995-06-12,Northern,25.44,-0.0339,0.0,0.0,0.0
1995-06-12,Southern,24.36,0.3294,0.0,0.0,0.0
1995-06-13,Central,24.6,0.5345,0.0,0.0,0.0
1995-06-13,Northern,25.49,0.6239,0.0,0.0,0.0
1995-06-13,Southern,24.12,0.4629,0.0,0.0,0.0
1995-06-14,Central,24.49,0.3048,0.0,0.0,0.0
1995-06-14,Northern,25.6,0.7694,0.0,0.0,0.0
1995-06-14,Southern,24.22,0.5735,0.0,0.0,0.0
1995-06-15,Central,24.98,1.25,0.0,0.0,0.0
1995-06-15,Northern,25.67,0.89,0.0,0.0,0.0
1995-06-15,Southern,22.96,0.57,0.0,0.0,0.0
1995-06-16,Central,25.15,0.9947,0.0,0.0,0.0
1995-06-16,Northern,25.64,0.8193,0.0,0.0,0.0
1995-06-16,Southern,23.94,0.413,0.0,0.0,0.0
1995-06-17,Central,24.72,0.5893,0.0,0.0,0.0
1995-06-17,Northern,25.37,0.6567,0.0,0.0,0.0
1995-06-17,Southern,23.74,0.194,0.0,0.0,0.0
1995-06-18,Central,24.72,0.687,0.0,0.0,0.0
1995-06-18,Northern,25.41,0.777,0.0,0.0,0.0
1995-06-18,Southern,24.01,0.144,0.0,0.0,0.0
1995-06-19,Central,24.77,0.7073,0.0,0.0,0.0
1995-06-19,Northern,25.41,1.0647,0.0,0.0,0.0
1995-06-19,Southern,24.01,0.4207,0.0,0.0,0.0
1995-06-20,Central,24.14,0.52,0.0,0.0,0.0
1995-06-20,Northern,24.9,0.2083,0.0,0.0,0.0
1995-06-20,Southern,23.76,0.105,0.0,0.0,0.0
1995-06-21,Central,24.0,0.264,0.0,0.0,0.0
1995-06-21,Northern,24.91,0.268,0.0,0.0,0.0
1995-06-21,Southern,23.55,0.118,0.0,0.0,0.0
1995-06-22,Central,23.98,0.2523,0.0,0.0,0.0
1995-06-22,Northern,24.98,0.209,0.0,0.0,0.0
1995-06-22,Southern,22.76,0.4633,0.0,0.0,0.0
1995-06-23,Central,23.47,-0.4347,0.0,0.0,0.0
1995-06-23,Northern,24.77,-0.158,0.0,0.0,0.0
1995-06-23,Southern,22.58,0.4967,0.0,0.0,0.0
1995-06-24,Central,23.39,-0.375,0.0,0.0,0.0
1995-06-24,Northern,24.78,0.188,0.0,0.0,0.0
1995-06-24,Southern,22.7,0.1,0.0,0.0,0.0
1995-06-25,Central,23.83,-0.3567,0.0,0.0,0.0
1995-06-25,Northern,24.72,-0.0133,0.0,0.0,0.0
1995-06-25,Southern,22.6,0.34,0.0,0.0,0.0
1995-06-26,Central,23.59,-0.2797,0.0,0.0,0.0
1995-06-26,Northern,24.65,-0.1777,0.0,0.0,0.0
1995-06-26,Southern,22.59,0.353,0.0,0.0,0.0
1995-06-27,Central,23.5,-0.048,0.0,0.0,0.0
1995-06-27,Northern,24.55,-0.086,0.0,0.0,0.0
1995-06-27,Southern,22.5,0.54,0.0,0.0,0.0
1995-06-28,Central,23.59,0.0857,0.0,0.0,0.0
1995-06-28,Northern,24.31,-0.3017,0.0,0.0,0.0
1995-06-28,Southern,22.58,0.5607,0.0,0.0,0.0
1995-06-29,Central,23.62,0.0653,0.0,0.0,0.0
1995-06-29,Northern,24.35,-0.2433,0.0,0.0,0.0
1995-06-29,Southern,23.56,0.518,0.0,0.0,0.0
1995-06-30,Central,23.5,-0.11,0.0,0.0,0.0
1995-06-30,Northern,24.51,-0.005,0.0,0.0,0.0
1995-06-30,Southern,23.87,0.12,0.0,0.0,0.0
1995-07-01,Central,23.98,0.0033,0.0,0.0,0.0
1995-07-01,Northern,24.73,0.3627,0.0,0.0,0.0
1995-07-01,Southern,23.06,0.508,0.0,0.0,0.0
1995-07-02,Central,23.47,-0.0897,0.0,0.0,0.0
1995-07-02,Northern,24.65,0.1933,0.0,0.0,0.0
1995-07-02,Southern,22.97,0.2793,0.0,0.0,0.0
1995-07-03,Central,23.72,-0.136,0.0,0.0,0.0
1995-07-03,Northern,24.64,0.23,0.0,0.0,0.0
1995-07-03,Southern,23.14,0.068,0.0,0.0,0.0
1995-07-04,Central,23.84,-0.072,0.0,0.0,0.0
1995-07-04,Northern,24.52,-0.058,0.0,0.0,0.0
1995-07-04,Southern,22.45,0.028,0.0,0.0,0.0
1995-07-05,Central,23.38,-0.4533,0.0,0.0,0.0
1995-07-05,Northern,24.62,-0.0533,0.0,0.0,0.0
1995-07-05,Southern,23.24,0.1167,0.0,0.0,0.0
1995-07-06,Central,23.41,-0.451,0.0,0.0,0.0
1995-07-06,Northern,24.59,-0.071,0.0,0.0,0.0
1995-07-06,Southern,23.26,0.047,0.0,0.0,0.0
1995-07-07,Central,23.43,-0.3467,0.0,0.0,0.0
1995-07-07,Northern,24.63,0.094,0.0,0.0,0.0
1995-07-07,Southern,23.43,0.2047,0.0,0.0,0.0
1995-07-08,Central,23.13,-0.1277,0.0,0.0,0.0
1995-07-08,Northern,24.56,0.1447,0.0,0.0,0.0
1995-07-08,Southern,23.05,-0.123,0.0,0.0,0.0
1995-07-09,Central,23.93,0.296,0.0,0.0,0.0
1995-07-09,Northern,24.34,-0.054,0.0,0.0,0.0
1995-07-09,Southern,22.96,0.284,0.0,0.0,0.0
1995-07-10,Central,23.12,-0.105,0.0,0.0,0.0
1995-07-10,Northern,24.36,-0.145,0.0,0.0,0.0
1995-07-10,Southern,22.88,0.0433,0.0,0.0,0.0
1995-07-11,Central,23.04,-0.176,0.0,0.0,0.0
1995-07-11,Northern,24.45,0.1033,0.0,0.0,0.0
1995-07-11,Southern,22.97,0.4453,0.0,0.0,0.0
1995-07-12,Central,23.14,0.182,0.0,0.0,0.0
1995-07-12,Northern,24.64,0.038,0.0,0.0,0.0
1995-07-12,Southern,23.1,0.564,0.0,0.0,0.0
1995-07-13,Central,23.29,0.1633,0.0,0.0,0.0
1995-07-13,Northern,24.54,0.0253,0.0,0.0,0.0
1995-07-13,Southern,23.53,0.052,0.0,0.0,0.0
1995-07-14,Central,23.35,0.0927,0.0,0.0,0.0
1995-07-14,Northern,25.0,0.4643,0.0,0.0,0.0
1995-07-14,Southern,23.06,0.539,0.0,0.0,0.0
1995-07-15,Central,23.64,0.06,0.0,0.0,0.0
1995-07-15,Northern,25.3,0.77,0.0,0.0,0.0
1995-07-15,Southern,23.15,0.29,0.0,0.0,0.0
1995-07-16,Central,23.21,0.3684,0.0,0.0,0.0
1995-07-16,Northern,25.28,0.7971,0.0,0.0,0.0
1995-07-16,Southern,23.44,0.2861,0.0,0.0,0.0
1995-07-17,Central,23.27,0.4368,0.0,0.0,0.0
1995-07-17,Northern,25.33,0.9303,0.0,0.0,0.0
1995-07-17,Southern,23.11,0.3174,0.0,0.0,0.0
1995-07-18,Central,23.26,0.3542,0.0,0.0,0.0
1995-07-18,Northern,25.01,0.5181,0.0,0.0,0.0
1995-07-18,Southern,23.17,0.4223,0.0,0.0,0.0
1995-07-19,Central,23.49,-0.0919,0.0,0.0,0.0
1995-07-19,Northern,24.57,0.4742,0.0,0.0,0.0
1995-07-19,Southern,23.03,0.441,0.0,0.0,0.0
1995-07-20,Central,23.55,0.0226,0.0,0.0,0.0
1995-07-20,Northern,24.58,0.5045,0.0,0.0,0.0
1995-07-20,Southern,23.07,0.5871,0.0,0.0,0.0
1995-07-21,Central,23.77,-0.0845,0.0,0.0,0.0
1995-07-21,Northern,24.62,0.5194,0.0,0.0,0.0
1995-07-21,Southern,22.42,0.4842,0.0,0.0,0.0
1995-07-22,Central,23.66,-0.0397,0.0,0.0,0.0
1995-07-22,Northern,24.53,0.4226,0.0,0.0,0.0
1995-07-22,Southern,22.97,0.0119,0.0,0.0,0.0
1995-07-23,Central,23.52,-0.1142,0.0,0.0,0.0
1995-07-23,Northern,24.52,0.1916,0.0,0.0,0.0
1995-07-23,Southern,22.56,0.2181,0.0,0.0,0.0
1995-07-24,Central,23.53,-0.0181,0.0,0.0,0.0
1995-07-24,Northern,24.72,0.5752,0.0,0.0,0.0
1995-07-24,Southern,22.28,0.2855,0.0,0.0,0.0
1995-07-25,Central,23.47,-0.1548,0.0,0.0,0.0
1995-07-25,Northern,24.52,0.3713,0.0,0.0,0.0
1995-07-25,Southern,22.28,0.3977,0.0,0.0,0.0
1995-07-26,Central,23.95,0.4635,0.0,0.0,0.0
1995-07-26,Northern,24.56,0.0894,0.0,0.0,0.0
1995-07-26,Southern,22.41,0.5477,0.0,0.0,0.0
1995-07-27,Central,23.77,0.0348,0.0,0.0,0.0
1995-07-27,Northern,24.55,0.1706,0.0,0.0,0.0
1995-07-27,Southern,22.4,0.771,0.0,0.0,0.0
1995-07-28,Central,23.85,0.2732,0.0,0.0,0.0
1995-07-28,Northern,25.04,0.729,0.0,0.0,0.0
1995-07-28,Southern,22.36,0.8035,0.0,0.0,0.0
1995-07-29,Central,23.6,-0.0448,0.0,0.0,0.0
1995-07-29,Northern,25.0,0.8639,0.0,0.0,0.0
1995-07-29,Southern,21.94,0.591,0.0,0.0,0.0
1995-07-30,Central,23.26,-0.1623,0.0,0.0,0.0
1995-07-30,Northern,24.95,0.7013,0.0,0.0,0.0
1995-07-30,Southern,22.31,1.0255,0.0,0.0,0.0
1995-07-31,Central,22.85,0.0042,0.0,0.0,0.0
1995-07-31,Northern,23.82,-0.1435,0.0,0.0,0.0
1995-07-31,Southern,22.07,0.69,0.0,0.0,0.0
1995-08-01,Central,23.19,0.2306,0.0,0.0,0.0
1995-08-01,Northern,24.19,-0.2184,0.0,0.0,0.0
1995-08-01,Southern,22.69,0.6242,0.0,0.0,0.0
1995-08-02,Central,23.6,-0.0219,0.0,0.0,0.0
1995-08-02,Northern,24.38,0.3439,0.0,0.0,0.0
1995-08-02,Southern,23.31,0.6994,0.0,0.0,0.0
1995-08-03,Central,23.29,0.2142,0.0,0.0,0.0
1995-08-03,Northern,24.4,0.4423,0.0,0.0,0.0
1995-08-03,Southern,22.82,0.7919,0.0,0.0,0.0
1995-08-04,Central,23.09,0.0197,0.0,0.0,0.0
1995-08-04,Northern,24.26,0.2023,0.0,0.0,0.0
1995-08-04,Southern,21.99,0.8406,0.0,0.0,0.0
1995-08-05,Central,23.52,-0.2758,0.0,0.0,0.0
1995-08-05,Northern,24.0,-0.2981,0.0,0.0,0.0
1995-08-05,Southern,22.29,1.0526,0.0,0.0,0.0
1995-08-06,Central,23.01,0.1274,0.0,0.0,0.0
1995-08-06,Northern,24.03,-0.3368,0.0,0.0,0.0
1995-08-06,Southern,23.04,0.1003,0.0,0.0,0.0
1995-08-07,Central,22.96,-0.3661,0.0,0.0,0.0
1995-08-07,Northern,24.08,-0.2184,0.0,0.0,0.0
1995-08-07,Southern,22.62,-0.4039,0.0,0.0,0.0
1995-08-08,Central,23.37,-0.4026,0.0,0.0,0.0
1995-08-08,Northern,24.01,-0.2126,0.0,0.0,0.0
1995-08-08,Southern,22.53,-0.2245,0.0,0.0,0.0
1995-08-09,Central,22.81,-0.3648,0.0,0.0,0.0
1995-08-09,Northern,24.07,-0.0774,0.0,0.0,0.0
1995-08-09,Southern,21.74,0.359,0.0,0.0,0.0
1995-08-10,Central,23.1,-0.2642,0.0,0.0,0.0
1995-08-10,Northern,24.13,-0.1255,0.0,0.0,0.0
1995-08-10,Southern,21.91,-0.3229,0.0,0.0,0.0
1995-08-11,Central,23.0,-0.2306,0.0,0.0,0.0
1995-08-11,Northern,24.23,0.0342,0.0,0.0,0.0
1995-08-11,Southern,22.53,-0.041,0.0,0.0,0.0
1995-08-12,Central,22.62,-0.9206,0.0,0.0,0.0
1995-08-12,Northern,24.04,-0.2665,0.0,0.0,0.0
1995-08-12,Southern,21.15,-0.4452,0.0,0.0,0.0
1995-08-13,Central,22.15,-1.011,0.0,0.0,0.0
1995-08-13,Northern,23.87,-0.3103,0.0,0.0,0.0
1995-08-13,Southern,20.82,-0.5487,0.0,0.0,0.0
1995-08-14,Central,22.39,-0.6065,0.0,0.0,0.0
